pid,desc,capperc,cap
4494,"(703) 241-0700 - 2 bedroom Town Home 1.5 bath - Large 2/lvl condo in BEAUTIFUL WELLINGTON!. 2 HUGE bedrooms. Tons of upgrades! Bay window in eat-in kitchen, cathedral ceilings, pergo flrs, decorator touches throughout. Corner unit, large side yard. OUTSIDE MAINTENANCE FREE. Community amenities include pools, tennis, playgrounds, trails,etc.703-241-0700
Direction 
234 BYPASS TO WELLINGTON ROAD, LEFT ON WELLINGTON. LEFT ON CLOVERHILL TO WITCH HAZEL, HOUSE ON CORNER ACROSS FROM THE TENNIS COURTS 
PROPERTY MANAGEMENT EXPERTS 703-241-0700
(RLNE3590153) Other Amenities - Other- tenis, tennis, playgrounds, Pool.",0.37,1.0
4495,"Beautiful Town Home in sought after Wellington Community*well maintained*Bright open floor plan*2 nice sized Master Suites*Spacious Upgraded Kitchen W/ Updated Appliances*Lots of Cabinets & Counter space*Finished walkout basement W/ Rec Room* Full Bath & Cozy Fireplace*Professionally Managed
Real Property Management Pros
Equal Housing Opportunity 
* Pet accepted on case-by-case basis (No cats)
* Sorry, no Section 8 accepted
Rental Terms: Rent: $1,499, Application Fee: $65, Security Deposit: $1,499, Available 10/6/17
Pet Policy: Cats not allowed, Small dogs allowed
Contact us to schedule a showing.",0.0,0.0
4496,GREAT LOCATION!!IMMACULATE PETS CASE BY CASE-NO SMOKERS BACKING TO TREED PRIVACY All new applicances built in microwave and washer and dryer never used new flooring and paint throughout end unit with brick front patio fenced yard and deck It s stunning top to bottom processing fee and deposit certified funds.,0.26,1.0
4497,Great end unit townhome w/ 2 large master bedrooms 2 full baths and walk in closets. Open eat in kitchen with French doors leading to large private deck. Nice open floor plan.,0.0,0.0
4498,3BD/2.5 BA TH IN OLD TOWN MANASSAS MAIN LVL OFFERS CRWN MLDING & HRDWD FLRS THRUOUT LR & EAT-IN KIT W/BRKFST BAR S/S APPLS & GAS COOKNG MID LVL OFERS SPACIOUS MB & BATH W/GRANITE CNTRS & SEP SHWR RETREAT & SEP LNDRY ON MID LVL 2BD & 1 FULL BATH ON UPPER LVL W/W CARPET & CEIL FANS IN ALL BD RMS FENCED-IN YARD 1 CAR DET GARAGE W/DRIVEWAY WALK TO VRE SHOPS & RESTAURANTS PICS TAKEN PRIOR TO TENANT,0.86,1.0
4499,,,
4500,,,
4501,,,
4502,,,
4503,,,
4504,,,
4505,"At Signal Hill, live conveniently just minutes from I-66, US-29, Virginia State Route 28, the Historic Manassas Battlefield, and local schools, shopping, and dining. Visit us today and make our community your home.Principal Broker, Andrew Thomas Knight, New England Commercial Brokerage Inc., License #0225214094",0.02,1.0
4506,,,
4507,,,
4508,,,
4509,,,
4510,,,
4511,,,
4512,"On a knoll overlooking historic Manassas, Prince William County, and beyond to the Blue Ridge Mountains, Manassas Meadows Apartment Homes combine character and charm with the comforts and convenience of carefree residential living. This traditional all brick community offers impressive energy efficient living. This affordable apartment community has one and two bedroom garden apartments for rent featuring fully equipped kitchens with dishwashers, disposals, continuous clean ranges and double-door, frost free refrigerators. There are full-sized washers and dryers, wall to wall carpeting, and private balconies or patios. Selected apartments offer skylights, cathedral ceilings, and fireplaces. Interstate 66, commuter buses, VRE trains, car pools, and both Manassas and Dulles Airports bring the rest of the world closer to Manassas Meadows. An abundant selection of shopping, dining, and entertainment areas, including the Nissan Pavilion are all available to you in the Manassas Community. Opportunities for recreation extend from the Blue Ridge Mountains to the shores of Lake Occoquan and the Potomac River. Prince William Forest Park and Manassas National battlefield are two nearby National Parks. You are invited to share with us the sophisticated elegance of Manassas Meadows Apartments. Our one Bedroom floor plan is a full 629 sq feet of living space and the two bedroom is 859 sq., ft.",0.0,1.0
4513,,,
4514,,,
4515,,,
4516,,,
4517,,,
4518,,,
4519,,,
4520,,,
4521,,,
4522,,,
4523,"Princeton Estates, an apartment rental community in Temple Hills, Maryland, has one, two and three bedroom apartments. Our affordable for rent apartments feature a variety of floor plans with washer and dryers. Our apartments are conveniently located within minutes of the National Harbor, shopping, I-495, and I-295. Contact us today to learn more!",0.0,0.0
4524,"Gateway Square on St. Barnabas Road in Temple Hills, MD offers spacious 1, 2 and 3 bedroom apartments. We?re at the center of everything you need. Public transit is at your doorstep ? MetroBus D12 stops here to Suitland and Southern Avenue MetroRail stations. 5 minutes to Suitland Parkway, I-295 and the Woodrow Wilson Bridge. 5-10 minutes to Rivertowne Commons, Marlow Heights Shopping Center and 100?s of other stores, restaurants and services. 10 minutes to Suitland Federal Center, Joint Base Andrews & Bolling, the National Harbor, and Tanger Outlets. 5-10 minutes to Hillcrest Heights Community Center, North Barnaby Splash Park, Henson Creek Trail, Oxon Hill Farm, and Tucker Road Ice Rink & Community Center. Apartment amenities include a spacious living area with room for lots of storage, a relaxing covered balcony or patio, large kitchen with huge breakfast bar, windows throughout (we provide blinds), and central heat and air conditioning. Gas and electricity are included in your rent ? you pay water/sewer. Cats are welcome. Property features include a relaxing swimming pool with sundeck, play area, basketball court, recycling areas, laundry in most buildings, mail delivery in each building, on-site management and 24-hour emergency maintenance. For more information and availability, visit www.gatewaysquare.net.",0.01,1.0
4525,"If youre talking about apartments in Temple Hills, MD, the conversation has to begin with Marlow Plaza Apartments. Where else are you going to have your choice of garden-style or high-rise pet-friendly apartment homes, in spacious one-, two- or three-bedroom floor plans. Wait, it gets even better! Select one of our well-designed, strikingly renovated residences and enjoy the modern style and contemporary comfort of an updated kitchen and bath. At this point, youre probably thinking that if you were living in such an apartment youd never want to leave, and youd be right except for the time youll want to spend walking to abundant shopping, dining and entertainment, hopping on the Metro into downtown DC or taking the Beltway anywhere you want to go. Heres an idea: instead of just talking about these distinctive apartments in Temple Hills, come tour one today!",0.01,1.0
4526,"It seems like youve been having this dream forever. Youre living in this incredible apartment in Temple Hills, MD. The one-, two- and three-bedroom apartments were all spacious, but you immediately fell in love with the two-bedroom. Youre relaxing in the living room with your dinner guests, basking in their compliments on the gourmet meal you just prepared in the modern kitchen of your newly renovated apartment. The conversation turns to the latest shopping and dining experiences and how wonderful it is that theyre all just minutes away, followed by a friendly debate over which of the neighborhoods two Metro stations is more convenient. Finally, plans are made to meet at the pool tomorrow and they depart. Thats when you wake up and realize it wasnt a dream at all. Its your life, today and every day, at Marlow Heights Apartments in Temple Hills, MD.",0.01,1.0
4527,Freshly painted top to bottom and new carpet installed. This home is ready for you to enjoy from the large front porch to the quiet of the deck out back. Lot of counter space and loads of cabinets for all your needs. Close enough to everything and far away enough not to be bothered. National Harbor Washington DC Andrews Air Force Base etc. There is no limits here with public transport close by.,0.01,1.0
4528,,,
4529,"New, luxury apartments located right in Tysons Corner. This is where urban living meets suburban expansiveness. Enjoy premier shopping, dining, and entertainment in McLean, VA?plus, access to the entire DC area via Metro?s Silver Line.",0.09,1.0
4530,"Arise to a new standard of luxury living. The Ascent at Spring Hill Station is more than just a home. It's a frame of mind that focuses on the elegant and refined, the modern and classical, the perfect balance between the features you deserve and high-end amenities that fit your modern lifestyle. Be part of a new Tysons - directly across from the brand new Spring Hill Silver Line Metro Station! Choose from fabulous floor plans ranging from studios to split-level townhomes with private walk-up entries. Experience The Ascent at Spring Hill Station today and be one of the first to make this extraordinary community your chic new residence.",0.0,0.0
4531,"A modern marvel crafted in tradition, Nouvelle is designed and defined by luxury. Built in the successful spotlight of Tysons Corner, this ultra chic high rise radiates 360 degrees of perfection. We invite you to a world where high-end amenities are standard and everyday elegance is harmonious with home. Nouvelle is your personal retreat, providing you with the best of what you've come to expect. Visit us today to reserve your new one or two-bedroom apartment home at Nouvelle.",0.0,0.0
4532,"NOW LEASING! **Lease within 48 hours of your initial tour and get a $500 VISA GIFT CARD! Plus, get 6 months FREE PARKING on select apartment homes! *Restrictions may apply. First space only. One gift card per apartment given after first full month.** Escape the everyday at Highgate at The Mile - Tyson's newest apartment community. The Mile represents the distance formed by the Jones Branch, Westbranch and Westpark Drive loop. DC-style connections nestled in a soothing, park-like setting. Behind closed doors it's a soothing, zen-like escape from the everyday. Sacrifice nothing at Highgate, where style is of the essence",0.08,1.0
